PMID_GeneID,GO_ID,edge_type
15385546_35286,GO:0008343,CO
22247482_2702,GO:0086078,CO
23180369_5478,GO:0032148,CO
23242525_16859,GO:0030246,CO
16567800_949045,GO:0018738,CO
17159900_55367,GO:0043122,CO
20049323_30591,GO:0030240,CO
21310715_55783,GO:0006370,CO
17590538_84513,GO:0008195,CO
20208569_6422,GO:0014070,CO
15684415_117261,GO:0016248,CO
12816857_14067,GO:0031091,CO
27138552_843356,GO:0006364,CO
12029625_25429,GO:0051591,CO
21330551_2626,GO:0070410,CO
17588950_855395,GO:0015385,CO
27545619_4300,GO:0140030,CO
18480259_269275,GO:0032868,CO
17446352_57746,GO:0000966,CO
25265425_100333797,GO:0007249,CO
27810970_40304,GO:0036126,CO
17350233_41225,GO:0045214,CO
17341835_835333,GO:0047338,CO
20018823_25283,GO:0007568,CO
26295701_14042,GO:0001974,CO
21349253_77125,GO:0002282,CO
28082716_834742,GO:0071669,CO
12571101_176991,GO:0046621,CO
22855526_36264,GO:0005643,CO
19090619_75826,GO:0060711,CO
20972425_24383,GO:0035606,CO
17071745_21386,GO:0060596,CO
26100869_947302,GO:0031362,CO
19223394_3745,GO:0005251,CO
21576111_23064,GO:0044344,CO
18093976_6606,GO:0043204,CO
20736167_114716,GO:0043517,CO
12773577_21814,GO:0007179,CO
23531614_12953,GO:2000850,CO
21817126_110157,GO:0035773,CO
20870722_1893,GO:0062023,CO
26508776_840139,GO:0010150,CO
14612388_15201,GO:0031508,CO
11790740_947574,GO:0042597,CO
17005176_175698,GO:0042694,CO
31575075_1654,GO:0032728,CO
25312435_38412,GO:0048675,CO
17065319_12034,GO:0033600,CO
23377040_844376,GO:1901997,CO
15280237_41168,GO:0140259,CO
17881463_18504,GO:0035566,CO
24854278_66333,GO:0005783,CO
16107716_856587,GO:0030173,CO
23276604_31229,GO:0035230,CO
17166920_493915,GO:0042668,CO
20844016_49045,GO:0045880,CO
18410519_13838,GO:0098685,CO
22345517_41094,GO:0016441,CO
15514116_53945,GO:0017046,CO
15007081_83805,GO:0045056,CO
21813794_820006,GO:0046537,CO
20463240_37528,GO:0007616,CO
25493544_40709,GO:0061689,CO
20603073_22909,GO:0008409,CO
18452648_11075,GO:0031115,CO
12045255_10159,GO:0043408,CO
23264731_54627,GO:0097431,CO
11419941_90070,GO:0043237,CO
21062743_9695,GO:0097466,CO
16945374_337,GO:0034445,CO
20933420_30707,GO:0007589,CO
12504110_4976,GO:0030061,CO
10783239_945670,GO:0098797,CO
22992524_16364,GO:0043011,CO
27391550_55624,GO:0006493,CO
12669065_54413,GO:0030534,CO
15316084_19126,GO:0042995,CO
19225519_94185,GO:0051402,CO
17914057_42501,GO:0060187,CO
11980908_4644,GO:0042470,CO
19553937_171647,GO:0061631,CO
20400459_560881,GO:0043009,CO
25046117_856362,GO:0010508,CO
23549786_852695,GO:0120095,CO
22282805_50801,GO:0071398,CO
11856372_11702,GO:0008295,CO
17707234_387893,GO:0018024,CO
12496369_1594,GO:0070314,CO
21138961_2543271,GO:1903109,CO
21300060_5314,GO:0051898,CO
19903896_11482,GO:0061298,CO
20573698_13433,GO:0008327,CO
24368796_844082,GO:0010330,CO
21330665_565852,GO:0003407,CO
17502348_14130,GO:0044297,CO
19035347_18091,GO:0055007,CO
16054130_171577,GO:0016328,CO
15358764_378440,GO:0030855,CO
15664992_43223,GO:0006892,CO
23665276_233080,GO:0002385,CO
16754854_17158,GO:0007585,CO
26305360_39440,GO:0007346,CO
17046737_13837,GO:0003197,CO
29262337_100503185,GO:0031175,CO
12444107_20583,GO:0043473,CO
17320391_34751,GO:0030718,CO
29326245_777734,GO:0019706,CO
19620969_18128,GO:0003270,CO
19879842_171980,GO:0004860,CO
16497800_30685,GO:0009416,CO
14718524_50557,GO:0048008,CO
17974976_25988,GO:0000077,CO
18097473_54409,GO:0034333,CO
18775698_79068,GO:0006307,CO
12972609_35259,GO:0007399,CO
16476778_501661,GO:0099518,CO
15452149_12945,GO:0030858,CO
25799045_27218,GO:0010759,CO
17299722_811336,GO:0005125,CO
22309213_2647,GO:0009060,CO
24120135_21750,GO:0032208,CO
18952776_844326,GO:0030267,CO
14764669_60505,GO:0032825,CO
23241883_12524,GO:0023035,CO
18187449_177987,GO:0035371,CO
19065152_823551,GO:0008408,CO
12573449_4023,GO:0004806,CO
29391390_209012,GO:0035176,CO
15060079_64459,GO:0004252,CO
23230272_83666,GO:0003950,CO
22859821_9636,GO:0034340,CO
22593205_855012,GO:0000329,CO
18340460_24316,GO:0099056,CO
20224290_65180,GO:0005901,CO
16443825_30049,GO:1903966,CO
21813794_837507,GO:0010118,CO
20652948_21813,GO:0003186,CO
27994061_14083,GO:0010507,CO
31287866_54888,GO:0016428,CO
17008449_100149566,GO:0035050,CO
29056553_818982,GO:0050826,CO
19111658_2541633,GO:0006325,CO
15843409_57246,GO:0003175,CO
24434510_56642,GO:0001817,CO
21987787_71567,GO:0006260,CO
16787915_15251,GO:0035162,CO
18628206_51060,GO:1902236,CO
26822689_30635,GO:0021631,CO
21480433_79784,GO:0003009,CO
22540321_815845,GO:0010182,CO
31708432_57146,GO:0140042,CO
18539780_836319,GO:0007010,CO
20223935_185977,GO:0034606,CO
29490264_260297,GO:0050808,CO
17901563_24314,GO:0006801,CO
15187101_7538,GO:0000165,CO
14715629_107817,GO:0043277,CO
15448133_171128,GO:0044549,CO
19706678_26047,GO:0030673,CO
16183645_25283,GO:0051409,CO
19542013_396898,GO:0051117,CO
20150244_171429,GO:0051453,CO
22976295_2539494,GO:0038202,CO
15001553_316258,GO:0030139,CO
16501569_74256,GO:0050862,CO
23699505_140908,GO:0099635,CO
17002498_11789,GO:0001942,CO
29357410_22242,GO:0097744,CO
21889936_177692,GO:0042995,CO
29886128_181247,GO:0040019,CO
21292163_55149,GO:0030145,CO
30054386_8616279,GO:0001845,CO
15574336_25058,GO:0005536,CO
20333297_207,GO:0016310,CO
22414210_841439,GO:0051536,CO
29353861_19878,GO:1900037,CO
27627798_56339,GO:0001734,CO
19340006_10425,GO:0048588,CO
12069499_29221,GO:0004053,CO
16878137_215854,GO:0007606,CO
23435171_60445,GO:0032007,CO
17220202_823994,GO:0051973,CO
25107277_41935,GO:0019005,CO
24931409_38605,GO:0008050,CO
15901689_946848,GO:0070006,CO
15240551_20674,GO:0048852,CO
29160205_177539,GO:0016079,CO
16858406_20510,GO:0006919,CO
18838617_66406,GO:0046426,CO
17272722_850658,GO:0016573,CO
21337012_283987,GO:0090498,CO
26556650_843645,GO:0045492,CO
21540349_25302,GO:1905144,CO
19198597_852305,GO:0005934,CO
24469397_230721,GO:0043488,CO
20351172_51035,GO:0032435,CO
12668621_15408,GO:0060743,CO
23670199_383491,GO:0030718,CO
18667581_855871,GO:0000436,CO
15187101_7538,GO:0043488,CO
23751499_235086,GO:0097151,CO
19073915_24705,GO:0000900,CO
24050404_20430,GO:0099563,CO
20332534_853964,GO:0047499,CO
20959462_9212,GO:0002903,CO
12929129_24596,GO:0010941,CO
19038051_31646,GO:0005921,CO
15989969_5479,GO:0044794,CO
19023419_181490,GO:0040039,CO
19841259_68151,GO:0017147,CO
23045523_837488,GO:0045491,CO
21304106_3273,GO:0008201,CO
12734395_2050,GO:0007155,CO
19057004_24498,GO:0048635,CO
23746843_90268,GO:0008234,CO
23754376_5888,GO:0010569,CO
23418306_284086,GO:0009887,CO
25330233_8628013,GO:0030139,CO
17855428_12022,GO:0048856,CO
15239959_402998,GO:0001569,CO
23821596_41289,GO:0006325,CO
19520787_27356,GO:0009566,CO
20654576_89853,GO:0042058,CO
20682778_3084,GO:0032148,CO
20659276_838880,GO:0010089,CO
26768664_246746,GO:2000427,CO
24240281_855789,GO:0070180,CO
18842585_170506,GO:0010501,CO
12474143_1355,GO:0008535,CO
14701727_50799,GO:0005313,CO
12538512_42752,GO:0046011,CO
21425410_347712,GO:0019827,CO
23303671_229521,GO:0050765,CO
27802167_36810,GO:0045451,CO
24204762_81633,GO:0001725,CO
24309209_497407,GO:1903251,CO
20946875_85021,GO:0005905,CO
14656720_71670,GO:0004046,CO
23454210_43343,GO:0016006,CO
17825045_45318,GO:0048814,CO
20628063_12523,GO:0071639,CO
18676613_13388,GO:0005112,CO
20566714_171283,GO:0033005,CO
19219036_174267,GO:0051296,CO
28541286_5660,GO:0007041,CO
21220025_30841,GO:2000178,CO
12393794_64699,GO:0017080,CO
19328798_25805,GO:0010718,CO
25057012_172687,GO:0030473,CO
25432023_178272,GO:0040012,CO
19948734_31553,GO:1990569,CO
22761445_179972,GO:0072594,CO
26742850_820158,GO:0070262,CO
15918887_818408,GO:0003876,CO
20643123_7405,GO:0032801,CO
22916035_100004469,GO:0050934,CO
20652952_14461,GO:0060872,CO
15776018_12018,GO:0070059,CO
24828508_851271,GO:0060627,CO
28813417_29126,GO:0055038,CO
12453878_94,GO:0035313,CO
15328353_243084,GO:0008236,CO
16181627_25418,GO:0051764,CO
21862516_837246,GO:0009644,CO
12815059_427,GO:0046512,CO
17916737_827323,GO:0009553,CO
16506071_38638,GO:0035152,CO
19122240_5300,GO:0051443,CO
20674765_5470,GO:0030544,CO
15196054_818713,GO:0004683,CO
24439377_180555,GO:0051017,CO
11381084_66106,GO:0005927,CO
21666684_4430,GO:0032588,CO
22575959_284654,GO:0030177,CO
20685960_738,GO:0000938,CO
15138272_3273,GO:0043395,CO
19384922_5243,GO:0000086,CO
17559414_2541178,GO:0000160,CO
25065622_16859,GO:0016936,CO
18997111_13388,GO:0046331,CO
12049732_116667,GO:0051019,CO
22621900_6653,GO:1902955,CO
18252710_851002,GO:0042407,CO
27214554_406932,GO:1904753,CO
20035035_838363,GO:0015562,CO
14517217_175729,GO:0000003,CO
15523054_6584,GO:0030165,CO
27736875_54084,GO:0034505,CO
19414587_106248,GO:0101030,CO
24330346_567419,GO:0042438,CO
16443825_20250,GO:0004768,CO
25099998_67254,GO:0007026,CO
15834429_74769,GO:0016303,CO
18625724_853945,GO:0016226,CO
26576948_855948,GO:0046785,CO
17164421_37962,GO:0018024,CO
12399320_20423,GO:2000062,CO
24849652_277463,GO:0030136,CO
19737518_68955,GO:0006397,CO
22595515_40327,GO:0007520,CO
19799913_70,GO:0033275,CO
19041174_378,GO:2000377,CO
27525822_177033,GO:0031906,CO
29056341_171425,GO:0070207,CO
18377911_5641,GO:0090026,CO
29483298_131870,GO:1990174,CO
20547126_8989,GO:0010033,CO
27497299_63899,GO:0016428,CO
16217040_12349,GO:0002009,CO
16640600_836013,GO:0009959,CO
27760146_240697,GO:0042140,CO
17029414_24598,GO:0050661,CO
24309209_497407,GO:0035776,CO
22090344_856261,GO:0042171,CO
29712925_22608,GO:2000773,CO
27418670_140616,GO:1904888,CO
19470461_223227,GO:0001942,CO
28826662_380698,GO:1902936,CO
20596670_79000,GO:0000922,CO
16300753_173503,GO:0040034,CO
12379849_17258,GO:0000002,CO
24615654_7057,GO:0048661,CO
23334331_2013,GO:0010594,CO
16406039_107515,GO:0035239,CO
21546577_246198,GO:0003014,CO
22492997_11315,GO:1903206,CO
15316081_170788,GO:0061159,CO
30785395_84193,GO:0018023,CO
17409116_20720,GO:0021683,CO
15225545_64934,GO:0033365,CO
12488435_12310,GO:0030279,CO
12127972_373879,GO:0004931,CO
17267544_24246,GO:2000573,CO
23116210_545156,GO:0060137,CO
24391219_387140,GO:0071549,CO
28467514_406910,GO:2000353,CO
16314500_1466511,GO:0000245,CO
15649475_12631,GO:0030010,CO
14713308_24248,GO:0042744,CO
15802269_7476,GO:0060054,CO
27017624_37757,GO:0046011,CO
22198838_509933,GO:0008020,CO
27018888_51390,GO:0016787,CO
20598091_839999,GO:0048530,CO
24488179_103164605,GO:0022008,CO
20952458_13385,GO:0035176,CO
18197257_38961,GO:0042059,CO
20657737_821673,GO:0009767,CO
22952693_1520,GO:0004197,CO
15546352_829610,GO:0048768,CO
19167329_201595,GO:0018279,CO
16932809_20674,GO:0021984,CO
30634164_3603,GO:0032730,CO
15353803_396165,GO:0071729,CO
19701194_230594,GO:0010586,CO
30982744_76781,GO:1902275,CO
19816196_53321,GO:0002175,CO
16006578_838883,GO:0048578,CO
20103767_2621,GO:0032720,CO
26766442_89958,GO:0043296,CO
21225229_10899,GO:0045860,CO
21658587_22339,GO:1902336,CO
28057755_851877,GO:0016239,CO
24005864_58137,GO:0061031,CO
17314131_41697,GO:0014019,CO
18941054_839140,GO:0060236,CO
19646991_4878,GO:0007218,CO
22227519_215653,GO:0048872,CO
21102408_1861,GO:0008021,CO
22521865_59093,GO:1990829,CO
17646580_393543,GO:0001885,CO
12914694_175446,GO:0006816,CO
19675126_179013,GO:0002119,CO
17599059_221178,GO:0046847,CO
20054002_14314,GO:0043542,CO
22586271_284486,GO:0016290,CO
20699116_221,GO:0004030,CO
18832695_6375,GO:0001916,CO
18297063_84591,GO:0034316,CO
24356748_22318,GO:0030141,CO
31467087_78995,GO:0090734,CO
17592144_20474,GO:0007519,CO
25148684_102607,GO:0031901,CO
19416851_9517,GO:0017059,CO
21566658_22671,GO:0045687,CO
19001094_321837,GO:0071466,CO
28378834_557044,GO:0007601,CO
18299575_59030,GO:0031514,CO
16207730_228357,GO:0016055,CO
19571304_835421,GO:0006457,CO
19641608_84659,GO:0004540,CO
16763022_37805,GO:0050916,CO
25505240_406955,GO:0050765,CO
17101722_84599,GO:0005801,CO
17827783_3172,GO:0006805,CO
27849601_947687,GO:0061818,CO
12874218_15379,GO:0048536,CO
28561066_11152,GO:0000045,CO
29588169_822329,GO:0071819,CO
15108318_30291,GO:0007413,CO
23525105_3416,GO:0150094,CO
21252223_375757,GO:0032798,CO
27496612_316348,GO:0044183,CO
17932499_338442,GO:0033031,CO
12847114_859,GO:0042383,CO
16677626_173282,GO:0043395,CO
22728873_7036,GO:1990712,CO
24495227_55646,GO:0006364,CO
17371977_11491,GO:0033077,CO
24854087_9928,GO:0001558,CO
19834743_39293,GO:0016028,CO
15537449_12310,GO:0045778,CO
19479076_299903,GO:0061088,CO
25456834_56335,GO:0061157,CO
28842488_83535,GO:0033198,CO
15870281_327826,GO:0008595,CO
16682215_36363,GO:0019991,CO
18326817_654,GO:0071773,CO
18023288_27035,GO:0045726,CO
20052412_29499,GO:2001028,CO
26791243_43950,GO:0008610,CO
20335506_173445,GO:0042338,CO
20660276_38565,GO:0050771,CO
18635803_851978,GO:0019898,CO
24842606_6540,GO:0071705,CO
11821383_834,GO:0016540,CO
25936839_173970,GO:0032775,CO
23303671_229521,GO:0032009,CO
25605331_790955,GO:0034551,CO
27529784_42756,GO:0090258,CO
16763554_33139,GO:0007474,CO
18281286_14406,GO:1902476,CO
21421844_78560,GO:0010595,CO
22041897_832703,GO:0015749,CO
18466301_818713,GO:0010286,CO
17805299_23028,GO:0032451,CO
23902762_550285,GO:0022008,CO
16055438_53515,GO:0016459,CO
21655181_34541,GO:0045451,CO
23716681_277468,GO:0005385,CO
19127022_19735,GO:0060452,CO
22570619_855607,GO:0097271,CO
17392786_39191,GO:0016503,CO
20053668_14184,GO:0070371,CO
17332757_817856,GO:0030422,CO
16874040_851406,GO:0000407,CO
18022611_17389,GO:0001958,CO
16040246_850923,GO:0033184,CO
27226631_81285,GO:0030318,CO
24725409_54825,GO:0044214,CO
16916800_242669,GO:0042978,CO
25980009_99138,GO:0061436,CO
22357843_16180,GO:1900006,CO
18094025_53626,GO:0003358,CO
23052593_835761,GO:0051510,CO
19028838_16906,GO:0043274,CO
26458246_852971,GO:0030836,CO
25499759_56981,GO:2000271,CO
17542647_831635,GO:0035064,CO
22570619_855607,GO:0031578,CO
12296995_8792,GO:0051091,CO
31511697_13205,GO:0072559,CO
16176934_830432,GO:0051754,CO
18494863_33782,GO:0008344,CO
24621570_3675,GO:0072006,CO
24831010_553133,GO:0072545,CO
18558630_30955,GO:0035022,CO
15364909_1525,GO:0016327,CO
23940118_1605,GO:0010470,CO
15498486_6642,GO:0035091,CO
24368796_844082,GO:0009826,CO
17460067_33944,GO:0048149,CO
12475913_25024,GO:0070542,CO
16957054_191342,GO:0030992,CO
32245810_836426,GO:0070300,CO
29115376_76457,GO:0021591,CO
26941334_2542337,GO:0000935,CO
21115825_71889,GO:1990175,CO
15506980_58834,GO:0005884,CO
24643070_20869,GO:1901610,CO
15944386_18015,GO:0046580,CO
20088901_839999,GO:0010154,CO
26410300_839662,GO:1990052,CO
23878393_22863,GO:0001932,CO
12782625_20681,GO:0045662,CO
27368102_79102,GO:1905719,CO
19629165_44811,GO:0046426,CO
21471154_567779,GO:0031016,CO
16368712_19063,GO:0007040,CO
21151871_115362,GO:0034067,CO
22454520_5170,GO:0016004,CO
21670217_852417,GO:0061671,CO
16723520_2621,GO:0043491,CO
28267232_835819,GO:0010233,CO
25367859_817800,GO:0070584,CO
21529711_36277,GO:0007140,CO
19607714_171147,GO:0071944,CO
16720724_2280,GO:0031398,CO
15677481_836457,GO:0009695,CO
28655767_79828,GO:0008174,CO
21283739_321932,GO:0061053,CO
20457147_37203,GO:0070328,CO
27525485_100503041,GO:0002141,CO
22343943_2475,GO:0051647,CO
19168715_818785,GO:0009901,CO
22331133_20787,GO:0045444,CO
21444916_15461,GO:0042088,CO
21576362_49808,GO:0002785,CO
28138059_828083,GO:0048316,CO
21220098_31867,GO:0015026,CO
22424946_51520,GO:0032008,CO
20974804_5586,GO:0043297,CO
29255173_176278,GO:0010506,CO
15545265_841439,GO:0051266,CO
22328336_26057,GO:0043123,CO
24946235_38428,GO:0007293,CO
22532565_66968,GO:0010867,CO
27062922_177584,GO:0004383,CO
19793992_30044,GO:0008020,CO
26972007_112405,GO:0099576,CO
20442275_825233,GO:0004605,CO
25950943_361833,GO:0043194,CO
16475990_103,GO:0035455,CO
20399532_843989,GO:0080153,CO
24167251_20530,GO:0006825,CO
24990929_117282,GO:1903861,CO
20656890_20928,GO:0005267,CO
28209843_9854,GO:0035774,CO
30467180_7226,GO:0099604,CO
30745215_401024,GO:0097224,CO
22975331_32567,GO:0007525,CO
25170925_562236,GO:0007519,CO
16968699_8629273,GO:0031252,CO
23145086_834828,GO:0004337,CO
16571602_10445,GO:0002151,CO
23910823_853916,GO:0031314,CO
19390610_33324,GO:0033500,CO
12732141_20807,GO:0010736,CO
18156220_839666,GO:0015979,CO
19187042_829221,GO:0042538,CO
24552833_320924,GO:1901492,CO
22025621_850541,GO:0070628,CO
26648441_693175,GO:2000352,CO
18351671_100003889,GO:0060030,CO
28743001_35864,GO:0120177,CO
25208553_114606,GO:0040019,CO
16009135_851494,GO:0032527,CO
20228247_835623,GO:0019827,CO
21378599_29716,GO:0042383,CO
25794936_832431,GO:0010431,CO
18441213_818934,GO:0009705,CO
18267092_3354896,GO:0005705,CO
23962723_3099,GO:0072655,CO
20147530_269060,GO:0019369,CO
12756174_18504,GO:0001709,CO
18048451_4842,GO:0042311,CO
11804032_252856,GO:0048557,CO
28024296_158376,GO:0071230,CO
25319368_837361,GO:0048366,CO
15326186_224480,GO:0016175,CO
17088211_54323,GO:0098845,CO
18599437_17260,GO:0060025,CO
25382630_21814,GO:0030513,CO
20405035_26903,GO:0043014,CO
16386728_30548,GO:0006366,CO
19560421_76773,GO:0070773,CO
15911354_25247,GO:0098814,CO
18701545_243905,GO:0060028,CO
24223779_80856,GO:0098826,CO
17110491_36421,GO:0001745,CO
12150927_73914,GO:0032695,CO
19764902_362145,GO:1904024,CO
21806980_53437,GO:0045880,CO
23611783_823642,GO:1990135,CO
26452599_844198,GO:0033306,CO
15947484_20850,GO:0033026,CO
15187134_27061,GO:0042288,CO
18065691_825075,GO:0009585,CO
20826458_31625,GO:0007274,CO
24747049_313539,GO:0060548,CO
17409310_20533,GO:0035811,CO
19648296_842281,GO:0080147,CO
22022269_1656,GO:0019074,CO
21976670_5830,GO:0033328,CO
15304487_2099,GO:0032355,CO
15797875_116647,GO:0007416,CO
15302855_12823,GO:0030198,CO
18494863_42063,GO:0008344,CO
15671219_287379,GO:0004372,CO
15265858_6506,GO:0015501,CO
25646734_824895,GO:0071668,CO
26276394_70274,GO:0095500,CO
23064408_833476,GO:0043157,CO
24501220_14087,GO:0045589,CO
22331133_207259,GO:1903025,CO
17237508_852848,GO:0005641,CO
20575057_314721,GO:0099523,CO
25417698_8877,GO:0008481,CO
25808372_23203,GO:0006627,CO
17540571_176666,GO:0045332,CO
18297060_55897,GO:0045446,CO
21187014_831209,GO:0006364,CO
24601882_24185,GO:0010918,CO
17666523_19883,GO:0006805,CO
21191184_66983,GO:0033314,CO
20934411_57471,GO:0031344,CO
19675149_844291,GO:0004365,CO
23486064_23032,GO:0004197,CO
24514761_2332,GO:1901254,CO
16330325_17128,GO:0006879,CO
22706199_946807,GO:0043687,CO
11861757_296654,GO:0051014,CO
29212015_38639,GO:0010494,CO
16055927_131118,GO:0007601,CO
14695913_20878,GO:0000212,CO
16549803_83560,GO:0043063,CO
20002784_9034,GO:0048020,CO
18227507_100113365,GO:0003360,CO
19000167_814997,GO:0043407,CO
12482978_57708,GO:0017053,CO
25350110_20510,GO:0036475,CO
16766691_827577,GO:0031348,CO
18705666_820730,GO:0006952,CO
24433211_42438,GO:0007444,CO
23357852_19328,GO:0005776,CO
19923443_67742,GO:0002820,CO
26972716_666279,GO:0061914,CO
12393916_8877,GO:0005516,CO
18799520_67528,GO:0015938,CO
19393246_10063,GO:0005758,CO
18772885_201161,GO:0033044,CO
25296192_27238,GO:0005681,CO
17785450_27401,GO:0033148,CO
11854309_34519,GO:0008335,CO
12857783_24306,GO:0018685,CO
19700620_16974,GO:0060325,CO
15511639_37149,GO:0045742,CO
20807207_810739,GO:0043984,CO
17182846_16476,GO:0048146,CO
20018601_821127,GO:0043036,CO
17690110_7291,GO:2000773,CO
25257909_30263,GO:0051445,CO
27488028_76925,GO:0007342,CO
29298835_835670,GO:0009873,CO
18410727_37090,GO:0031965,CO
22723415_12387,GO:0000791,CO
25813538_22418,GO:0045198,CO
28399403_33001,GO:0032471,CO
16787391_689404,GO:0031012,CO
17567574_131870,GO:0016077,CO
17284600_821117,GO:0015755,CO
19077143_843749,GO:0080071,CO
16413512_24498,GO:0046427,CO
25737013_90826,GO:0016274,CO
24391219_387140,GO:0097011,CO
14977921_214968,GO:0014912,CO
17596284_15375,GO:0048665,CO
21227923_556592,GO:0043009,CO
15645486_853975,GO:0005934,CO
22427335_826539,GO:0000930,CO
15680351_15214,GO:0003199,CO
12065583_165140,GO:0050647,CO
17521412_836263,GO:0010439,CO
26138676_402800,GO:0060216,CO
19494126_179853,GO:0007029,CO
22886754_232227,GO:0099092,CO
22984288_58516,GO:0016580,CO
21389117_2541861,GO:1990946,CO
17351114_825221,GO:0000175,CO
17507657_12550,GO:0031532,CO
21696463_947056,GO:0061733,CO
16192629_16948,GO:0048251,CO
15340073_396416,GO:0061098,CO
17936713_850719,GO:0009378,CO
25451925_34974,GO:0030295,CO
21299754_4848,GO:0010606,CO
21516098_243634,GO:0097730,CO
16904920_25149,GO:0030284,CO
17403783_7917,GO:0042771,CO
21490058_224143,GO:0046527,CO
25732820_79624,GO:0051998,CO
28380054_268491,GO:0051729,CO
15342509_177016,GO:0018991,CO
23804096_31867,GO:0032590,CO
24554765_42207,GO:0007288,CO
12414799_45908,GO:0004867,CO
26571211_84668,GO:0046854,CO
17400205_15379,GO:0031016,CO
22711986_29154,GO:0004198,CO
26972053_652968,GO:1904262,CO
28358137_824932,GO:0006486,CO
25762440_83456,GO:0003724,CO
27076447_232664,GO:0001675,CO
27208269_816677,GO:0009570,CO
25913037_327078,GO:0014032,CO
17717527_853359,GO:0051601,CO
28334068_9856,GO:0048692,CO
16174787_53881,GO:0015798,CO
26195667_855897,GO:0106214,CO
20847312_550456,GO:0045214,CO
16339187_836321,GO:0048481,CO
18283100_22901,GO:0006790,CO
19515853_313067,GO:0010826,CO
19289470_9218,GO:0070972,CO
23118342_36945,GO:0031673,CO
14691138_21809,GO:0060391,CO
17272721_854211,GO:0006415,CO
18039932_8618153,GO:0051591,CO
21803986_948884,GO:0007165,CO
26157139_192176,GO:0048680,CO
12813150_228139,GO:0030432,CO
21471330_842580,GO:0006809,CO
27344019_130574,GO:0030550,CO
23734863_3748,GO:0051262,CO
19641095_360571,GO:0071333,CO
17237226_143098,GO:0071896,CO
28778987_8625811,GO:0060097,CO
22325892_828481,GO:0009751,CO
19255499_9026,GO:0006919,CO
